_id.programme,_id.year,count,totalCost,avgTotalCost,stdDevTotalCost,minTotalCost,maxTotalCost,ecMaxContribution,avgEcMaxContribution,stdDevEcMaxContribution,minEcMaxContribution,maxEcMaxContribution,programeDesc.RCN,programeDesc.Code,programeDesc.Title,programeDesc.ShortTitle
FP7-COH,2015,7,1.1038679e+07,1.576954142857143e+06,1.972946610979442e+06,441280,6.364485e+06,8.982442e+06,1.283206e+06,1.4551767510802844e+06,394558,4.8e+06,,FP7-COH,"Programme spécifique ""Capacités"": Soutien au développement cohérent des politiques de recherche",Soutien au développement cohérent des politiques de recherche
FP7-GA,2014,7,2.96658671e+08,4.237981014285714e+07,9.707843281845284e+07,705829,2.80086352e+08,2.61552863e+08,3.736469471428572e+07,8.681938891208465e+07,575251,2.5e+08,,FP7-GA,Coordination de programmes de recherche non communautaires,Programmes de recherche non communautaires
FP7-NMP,2018,6,7.3549547e+07,1.2258257833333334e+07,5.084984922038917e+06,1.711827e+06,1.8286366e+07,5.2827857e+07,8.804642833333334e+06,3.5835996241806187e+06,1.5e+06,1.3317e+07,,FP7-NMP,"Programme spécifique ""Coopération"":  Nanosciences, nanotechnologies, matériaux et nouvelles technologies de production","Nanosciences, nanotechnologies, matériaux et nouvelles technologies de production"
FP7-ENERGY,2019,5,2.23586404e+08,4.47172808e+07,7.3366562424588865e+06,3.3340202e+07,5.5610075e+07,1.26664932e+08,2.53329864e+07,3.1895437786154677e+06,1.9213448e+07,2.7805038e+07,,FP7-ENERGY,"Programme spécifique ""Coopération"": Énergie",Énergie
FP7-TRANSPORT,2007,5,4.586281e+06,917256.2,718396.9172292987,150002,1.999985e+06,4.422554e+06,884510.8,732794.2526252235,150000,1.999985e+06,,FP7-TRANSPORT,"Programme spécifique ""Coopération"": Transports (y compris l’aéronautique)",Transports (y compris l’aéronautique)
FP7-COH,2016,5,9.653368e+06,1.9306736e+06,2.233335833702097e+06,441280,6.364485e+06,7.762442e+06,1.5524884e+06,1.64107269470741e+06,394558,4.8e+06,,FP7-COH,"Programme spécifique ""Capacités"": Soutien au développement cohérent des politiques de recherche",Soutien au développement cohérent des politiques de recherche
FP7-EURATOM-FISSION,2018,5,3.2476648e+07,6.4953296e+06,5.159610190911038e+06,1.502881e+06,1.4730136e+07,1.4981183e+07,2.9962366e+06,1.8707273047449326e+06,780000,5.5e+06,,FP7-EURATOM-FISSION,EURATOM: Fission nucléaire et radioprotection,Fission nucléaire et radioprotection
FP7-JTI,2018,4,9.0237362e+07,2.25593405e+07,1.3772537329499701e+07,8.578142e+06,4.1891578e+07,3.8548327e+07,9.63708175e+06,4.6498547168804845e+06,4.590095e+06,1.4999983e+07,,FP7-JTI,"Programme spécifique ""Coopération"": Initiatives technologiques conjointes",Initiatives technologiques conjointes
FP7-COH,2008,4,8.011945e+06,2.00298625e+06,2.821913831762442e+06,187500,6.877135e+06,5.726489e+06,1.43162225e+06,2.1699025439683204e+06,150000,5.18987e+06,,FP7-COH,"Programme spécifique ""Capacités"": Soutien au développement cohérent des politiques de recherche",Soutien au développement cohérent des politiques de recherche
FP7-GA,2007,4,3.67825738e+08,9.19564345e+07,1.1106173574169225e+08,362043,2.80086352e+08,2.78595001e+08,6.964875025e+07,1.0439123517477205e+08,328239,2.5e+08,,FP7-GA,Coordination de programmes de recherche non communautaires,Programmes de recherche non communautaires
FP7-SME,2007,3,3.770069e+06,1.2566896666666667e+06,612742.2462788811,499198,1.9999e+06,2.281293e+06,760431,219427.76820174788,499198,1.036102e+06,,FP7-SME,"Programme spécifique ""Capacités"": Recherche en faveur des PME",Recherche en faveur des PME
FP7-HEALTH,2020,3,5.5799775e+07,1.8599925e+07,1.4821707148564838e+07,8.096788e+06,3.9560968e+07,4.1997243e+07,1.3999081e+07,1.1313582653982455e+07,5.998346e+06,2.9998903e+07,,FP7-HEALTH,"Programme spécifique ""Coopération"": Santé",Santé
FP7-EURATOM-FUSION,2013,3,3.789182e+06,1.2630606666666667e+06,905301.2918586215,306492,2.47829e+06,3.149085e+06,1.049695e+06,722328.4244141765,250000,2e+06,,FP7-EURATOM-FUSION,EURATOM: Recherche sur l'énergie de fusion,Énergie de fusion
FP7-EURATOM-FUSION,2011,3,6.717565e+06,2.2391883333333335e+06,926150.41494649,1.0044e+06,3.234875e+06,4.998981e+06,1.666327e+06,544052.7043262139,899085,2.099896e+06,,FP7-EURATOM-FUSION,EURATOM: Recherche sur l'énergie de fusion,Énergie de fusion
FP7-EURATOM-FUSION,2010,3,6.717565e+06,2.2391883333333335e+06,926150.41494649,1.0044e+06,3.234875e+06,4.998981e+06,1.666327e+06,544052.7043262139,899085,2.099896e+06,,FP7-EURATOM-FUSION,EURATOM: Recherche sur l'énergie de fusion,Énergie de fusion
FP7-EURATOM-FUSION,2009,3,6.717565e+06,2.2391883333333335e+06,926150.41494649,1.0044e+06,3.234875e+06,4.998981e+06,1.666327e+06,544052.7043262139,899085,2.099896e+06,,FP7-EURATOM-FUSION,EURATOM: Recherche sur l'énergie de fusion,Énergie de fusion
FP7-SME,2006,2,3.270871e+06,1.6354355e+06,364464.5,1.270971e+06,1.9999e+06,1.782095e+06,891047.5,145054.5,745993,1.036102e+06,,FP7-SME,"Programme spécifique ""Capacités"": Recherche en faveur des PME",Recherche en faveur des PME
FP7-TRANSPORT,2018,2,2.0569935e+07,1.02849675e+07,1.2599675e+06,9.025e+06,1.1544935e+07,7.675e+06,3.8375e+06,1.1625e+06,2.675e+06,5e+06,,FP7-TRANSPORT,"Programme spécifique ""Coopération"": Transports (y compris l’aéronautique)",Transports (y compris l’aéronautique)
FP7-JTI,2019,2,5.046972e+07,2.523486e+07,1.6656718e+07,8.578142e+06,4.1891578e+07,1.9590078e+07,9.795039e+06,5.204944e+06,4.590095e+06,1.4999983e+07,,FP7-JTI,"Programme spécifique ""Coopération"": Initiatives technologiques conjointes",Initiatives technologiques conjointes
FP7-GA,2015,2,2.88937936e+08,1.44468968e+08,1.35617384e+08,8.851584e+06,2.80086352e+08,2.55e+08,1.275e+08,1.225e+08,5e+06,2.5e+08,,FP7-GA,Coordination de programmes de recherche non communautaires,Programmes de recherche non communautaires
FP7-SIS,2018,2,7.427913e+06,3.7139565e+06,928565.5,2.785391e+06,4.642522e+06,6.486284e+06,3.243142e+06,752623,2.490519e+06,3.995765e+06,,FP7-SIS,"Programme spécifique ""Capacités"": La science dans la société",La science dans la société
FP7-EURATOM-FUSION,2012,2,3.48269e+06,1.741345e+06,736945,1.0044e+06,2.47829e+06,2.899085e+06,1.4495425e+06,550457.5,899085,2e+06,,FP7-EURATOM-FUSION,EURATOM: Recherche sur l'énergie de fusion,Énergie de fusion
FP7-EURATOM-FUSION,2008,2,5.713165e+06,2.8565825e+06,378292.5,2.47829e+06,3.234875e+06,4.099896e+06,2.049948e+06,49948,2e+06,2.099896e+06,,FP7-EURATOM-FUSION,EURATOM: Recherche sur l'énergie de fusion,Énergie de fusion
FP7-ENERGY,2007,1,1.36825e+06,1.36825e+06,0,1.36825e+06,1.36825e+06,684125,684125,0,684125,684125,,FP7-ENERGY,"Programme spécifique ""Coopération"": Énergie",Énergie
FP7-INFRASTRUCTURES,2018,1,7.03596e+06,7.03596e+06,0,7.03596e+06,7.03596e+06,6e+06,6e+06,0,6e+06,6e+06,,FP7-INFRASTRUCTURES,"Programme spécifique ""Capacités"": Infrastructures de recherche",Infrastructures de recherche
FP7-SSH,2019,1,6.40383e+06,6.40383e+06,0,6.40383e+06,6.40383e+06,4.99999e+06,4.99999e+06,0,4.99999e+06,4.99999e+06,,FP7-SSH,"Programme spécifique ""Coopération"": Sciences socio-économiques et humaines",Sciences socio-économiques et humaines
FP7-SSH,2007,1,1.654552e+06,1.654552e+06,0,1.654552e+06,1.654552e+06,1.482227e+06,1.482227e+06,0,1.482227e+06,1.482227e+06,,FP7-SSH,"Programme spécifique ""Coopération"": Sciences socio-économiques et humaines",Sciences socio-économiques et humaines
FP7-IDEAS-ERC,2021,1,9.257e+06,9.257e+06,0,9.257e+06,9.257e+06,9.257e+06,9.257e+06,0,9.257e+06,9.257e+06,,FP7-IDEAS-ERC,"Programme spécifique ""Idées"" mettant en œuvre le septième programme-cadre de la Communauté européenne pour des activités de recherche, de développement technologique et de démonstration (2007-2013)","Programme spécifique ""Idées"""
FP7-TRANSPORT,2019,1,1.1544935e+07,1.1544935e+07,0,1.1544935e+07,1.1544935e+07,5e+06,5e+06,0,5e+06,5e+06,,FP7-TRANSPORT,"Programme spécifique ""Coopération"": Transports (y compris l’aéronautique)",Transports (y compris l’aéronautique)
FP7-REGIONS,2017,1,3.288164e+06,3.288164e+06,0,3.288164e+06,3.288164e+06,2.883782e+06,2.883782e+06,0,2.883782e+06,2.883782e+06,,FP7-REGIONS,"Programme spécifique ""Capacités"": Régions de la connaissance",Régions de la connaissance
FP7-KBBE,2019,1,7.955911e+06,7.955911e+06,0,7.955911e+06,7.955911e+06,6e+06,6e+06,0,6e+06,6e+06,,FP7-KBBE,"Programme spécifique ""Coopération"": Alimentation, agriculture et biotechnologie","Alimentation, agriculture et pêche, et biotechnologie"
FP7-ENVIRONMENT,2019,1,9.990594e+06,9.990594e+06,0,9.990594e+06,9.990594e+06,7.590585e+06,7.590585e+06,0,7.590585e+06,7.590585e+06,,FP7-ENVIRONMENT,"Programme spécifique ""Coopération"": Environnement (y compris les changements climatiques)",Environnement (y compris les changements climatiques)
FP7-ENVIRONMENT,2007,1,1.498197e+06,1.498197e+06,0,1.498197e+06,1.498197e+06,1e+06,1e+06,0,1e+06,1e+06,,FP7-ENVIRONMENT,"Programme spécifique ""Coopération"": Environnement (y compris les changements climatiques)",Environnement (y compris les changements climatiques)
FP7-SPACE,2007,1,4.8e+07,4.8e+07,0,4.8e+07,4.8e+07,4.8e+07,4.8e+07,0,4.8e+07,4.8e+07,,FP7-SPACE,"Programme spécifique ""Coopération"": Espace",Espace
FP7-GA,2016,1,8.851584e+06,8.851584e+06,0,8.851584e+06,8.851584e+06,5e+06,5e+06,0,5e+06,5e+06,,FP7-GA,Coordination de programmes de recherche non communautaires,Programmes de recherche non communautaires
FP7-INCO,2018,1,3.1154999e+07,3.1154999e+07,0,3.1154999e+07,3.1154999e+07,3.5e+06,3.5e+06,0,3.5e+06,3.5e+06,,FP7-INCO,"Programme spécifique ""Capacités"": Coopération internationale",Coopération internationale
FP7-SIS,2007,1,593750,593750,0,593750,593750,100000,100000,0,100000,100000,,FP7-SIS,"Programme spécifique ""Capacités"": La science dans la société",La science dans la société
FP7-EURATOM-FUSION,2015,1,306492,306492,0,306492,306492,250000,250000,0,250000,250000,,FP7-EURATOM-FUSION,EURATOM: Recherche sur l'énergie de fusion,Énergie de fusion
FP7-EURATOM-FUSION,2014,1,306492,306492,0,306492,306492,250000,250000,0,250000,250000,,FP7-EURATOM-FUSION,EURATOM: Recherche sur l'énergie de fusion,Énergie de fusion
